"","STATE","YEAR","CASES","RECIPIENTS","CHILDREN","ADULTS","POPULATION","RATE","UNEMPLOYMENT","BELOW.POV","GDP","MEDIAN.INCOME","INC.LIM.1","INC.LIM.13","AFDC.LIM.1","AFDC.LIM.13","LIM.CHANGE.1","LIM.CHANGE.13","HR.100","WAIT.30","WRK.HIST","MO.24.RED","T.60","NO.T","T.LIM.YR","WORK.EXEMPT","W.E.DATE","SANC.1","SANC.DATE","WORK.REQ.97","BEN.97","BEN.96","FAM.CAP","INC.LIM.1quint","LIM.CHANGE.1quint","BEN.CHANGE","JOBS.WAIVER","SACTIONS.WAIVER","TERMINATION.WAIVER","WORK.REQ","GDP.K","BELOW.POV.RATE","R.SCORE","W.SCORE","MED.INC.K"
"220","FLORIDA",2001,NA,122554,99738,22816,16356966,0.7492465,4.7,2077000,519059,53378,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,519.059,0.126979538870473,"4","3",53.378
"221","FLORIDA",2002,NA,122272,98645,23627,16689370,0.732634,5.6,2058000,553010,54863,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,553.01,0.123312024360416,"4","3",54.863
"222","FLORIDA",2003,NA,119545,96649,22896,17004085,0.7030369,5.2,2148000,590483,54982,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,590.483,0.126322586601984,"4","3",54.982
"223","FLORIDA",2004,NA,115902,94426,21476,17415318,0.6655176,4.6,2028000,646631,55683,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,646.631,0.116449208679394,"4","3",55.683
"224","FLORIDA",2005,NA,100418,83581,16837,17842038,0.5628169,3.7,1975000,705852,57120,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,705.852,0.110693632644432,"4","3",57.12
"225","FLORIDA",2006,NA,82928,70719,12209,18166990,0.4564763,3.2,2068000,750524,58784,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,750.524,0.113832836369701,"4","3",58.784
"226","FLORIDA",2007,NA,75282,64849,10433,18367842,0.4098576,4,2250000,782712,57310,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,782.712,0.122496698305658,"4","3",57.31
"227","FLORIDA",2008,NA,82861,69502,13359,18527305,0.4472372,6.3,2370000,763342,54061,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,763.342,0.127919306126822,"4","3",54.061
"228","FLORIDA",2009,NA,102942,82459,20483,18652644,0.5518896,10.4,2676000,735421,55186,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,735.421,0.143464915751354,"4","3",55.186
"229","FLORIDA",2010,NA,105458,84621,20837,18845537,0.5595914,11.1,3006000,746929,52428,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,746.929,0.159507261586656,"4","3",52.428
"230","FLORIDA",2011,NA,93913,77266,16647,19053237,0.4928979,10,2822000,755240,52024,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,755.24,0.148111315678276,"4","3",52.024
"231","FLORIDA",2012,NA,93974,77367,16607,19297822,0.4869669,8.5,2926000,778545,52036,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,778.545,0.151623328269895,"4","3",52.036
"232","FLORIDA",2013,NA,93471,77132,16339,19545621,0.4782196,7.2,2882000,811752,54016,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,811.752,0.14744990706614,"4","3",54.016
"233","FLORIDA",2014,NA,85950,71399,14551,19845911,0.4330867,6.3,3282000,851692,50498,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,851.692,0.165374116612737,"4","3",50.498
"234","FLORIDA",2015,NA,82895,69240,13655,20209042,0.4101877,5.5,3253000,908520,53345,810,810,570,390,240,420,0,0,0,0,1,0,"96","3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,3,5,0,1,0,1,0,908.52,0.16096755105957,"4","3",53.345
"235","GEORGIA",1990,104716,301734,211630,90104,6512602,4.6330791,5.5,1001000,140646,53089,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,140.646,0.153702007277583,"4","2",53.089
"236","GEORGIA",1991,124142,358333,248387,109946,6653005,5.3860323,5.2,1077000,147760,50576,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,147.76,0.161881736147801,"4","2",50.576
"237","GEORGIA",1992,138167,392996,271818,121178,6817203,5.7647689,6.9,1177000,160062,52224,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,160.062,0.172651452509189,"4","2",52.224
"238","GEORGIA",1993,141622,398077,276379,121698,6978240,5.7045473,6,919000,171659,56009,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,171.659,0.131695097904343,"4","2",56.009
"239","GEORGIA",1994,141236,391561,273747,117813,7157165,5.4708952,5.2,1012000,187996,54524,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,187.996,0.141396768133751,"4","2",54.524
"240","GEORGIA",1995,137727,377630,265536,112094,7328413,5.1529574,4.8,878000,203397,57694,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,203.397,0.119807658220136,"4","2",57.694
"241","GEORGIA",1996,126032,338830,242424,96406,7501069,4.5170895,4.7,1097000,219989,53556,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,219.989,0.146245821762205,"4","2",53.556
"242","GEORGIA",1997,NA,254243,NA,NA,7685099,3.3082593,4.6,1109000,242541,59145,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,242.541,0.144305232762779,"4","2",59.145
"243","GEORGIA",1998,NA,182274,NA,NA,7863536,2.3179648,4.3,1034000,265347,61541,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,265.347,0.131493007725786,"4","2",61.541
"244","GEORGIA",1999,NA,147324,NA,NA,8045965,1.8310296,3.9,1011000,289188,61442,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,289.188,0.125653044724902,"4","2",61.442
"245","GEORGIA",2000,NA,125476,98559,26917,8227303,1.525117,3.6,982000,305572,63158,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,305.572,0.119358676834924,"4","2",63.158
"246","GEORGIA",2001,NA,121011,95103,25908,8377038,1.4445559,4,1069000,317476,62399,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,317.476,0.127610737828813,"4","2",62.399
"247","GEORGIA",2002,NA,130347,100932,29415,8508256,1.5320061,5,939000,327051,61954,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,327.051,0.110363392920946,"4","2",61.954
"248","GEORGIA",2003,NA,134014,103150,30864,8622793,1.5541832,4.8,1014000,342576,59872,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,342.576,0.117595308155954,"4","2",59.872
"249","GEORGIA",2004,NA,116707,91555,25152,8769252,1.3308661,4.8,1132000,364782,56299,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,364.782,0.12908740677084,"4","2",56.299
"250","GEORGIA",2005,NA,82370,68609,13761,8925922,0.9228178,5.3,1298000,389538,61021,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,389.538,0.14541915109722,"4","2",61.021
"251","GEORGIA",2006,NA,56025,49977,6048,9155813,0.6119063,4.7,1172000,406016,63504,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,406.016,0.128006109342775,"4","2",63.504
"252","GEORGIA",2007,NA,43414,40236,3178,9349988,0.4643215,4.5,1294000,419606,60873,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,419.606,0.13839589954554,"4","2",60.873
"253","GEORGIA",2008,NA,38490,35980,2510,9504843,0.4049515,6.2,1477000,416378,55712,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,416.378,0.155394465747619,"4","2",55.712
"254","GEORGIA",2009,NA,38231,35065,3166,9620846,0.3973767,9.9,1775000,409591,52415,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,409.591,0.184495209672829,"4","2",52.415
"255","GEORGIA",2010,NA,37762,34189,3573,9711881,0.3888227,10.5,1814000,418091,52489,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,418.091,0.186781530786878,"4","2",52.489
"256","GEORGIA",2011,NA,36911,33014,3896,9802431,0.3765494,10.2,1783000,431654,53025,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,431.654,0.181893654747481,"4","2",53.025
"257","GEORGIA",2012,NA,36071,31717,4353,9901430,0.3643009,9.2,1752000,447765,54352,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,447.765,0.176944138371932,"4","2",54.352
"258","GEORGIA",2013,NA,34005,29887,4118,9972479,0.3409884,8.2,1825000,464753,52302,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,464.753,0.183003644329559,"4","2",52.302
"259","GEORGIA",2014,NA,28531,25427,3104,10067278,0.2834033,7.1,1676000,490079,54236,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,490.079,0.166479956151007,"4","2",54.236
"260","GEORGIA",2015,NA,25585,22926,2659,10178447,0.2513645,6,1833000,521008,55468,760,510,760,510,0,0,0,0,1,0,1,0,"97","0","AFTER 8/96","PARTIAL","AFTER 8/96","0",280,280,1,2,1,0,0,1,0,0,521.008,0.180086412003717,"4","2",55.468
"261","HAWAII",1990,14391,43967,29398,14569,1113491,3.9485726,2.7,121000,32534,74971,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,32.534,0.108667245626592,"2","2",74.971
"262","HAWAII",1991,15308,46662,31229,15434,1136754,4.1048459,2.9,90000,34357,69226,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,34.357,0.079172802558865,"2","2",69.226
"263","HAWAII",1992,16978,51793,34575,17218,1158613,4.4702588,4.3,133000,36130,76372,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,36.13,0.114792428533082,"2","2",76.372
"264","HAWAII",1993,18847,57336,38131,19205,1172838,4.8886547,4.5,91000,36732,75465,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,36.732,0.0775895733255573,"2","2",75.465
"265","HAWAII",1994,20836,63284,41905,21379,1187536,5.3290174,5.5,97000,37395,73216,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,37.395,0.0816817342800555,"2","2",73.216
"266","HAWAII",1995,21826,65963,43637,22326,1196854,5.5113656,5.9,122000,37763,72502,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,37.763,0.10193390338337,"2","2",72.502
"267","HAWAII",1996,21871,66375,44205,22170,1203755,5.5139958,6.3,142000,38125,68843,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,38.125,0.11796420367932,"2","2",68.843
"268","HAWAII",1997,NA,60593,NA,NA,1211640,5.0009079,6.2,164000,37707,66035,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,37.707,0.135353735432967,"2","2",66.035
"269","HAWAII",1998,NA,46724,NA,NA,1215233,3.8448594,6.1,131000,37623,64982,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,37.623,0.107798257618086,"2","2",64.982
"270","HAWAII",1999,NA,45604,NA,NA,1210300,3.7679914,5.4,133000,38991,69358,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,38.991,0.10989010989011,"2","2",69.358
"271","HAWAII",2000,NA,45851,33546,12305,1213519,3.7783504,4.2,106000,41097,77696,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,41.097,0.0873492710044095,"2","2",77.696
"272","HAWAII",2001,NA,38942,28343,10599,1225948,3.1764806,4.5,138000,42585,69526,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,42.585,0.112565948963578,"2","2",69.526
"273","HAWAII",2002,NA,28853,20207,8646,1239613,2.3275813,4.2,138000,44644,68251,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,44.644,0.111325066774872,"2","2",68.251
"274","HAWAII",2003,NA,24918,17521,7397,1251154,1.9916014,4.1,117000,48166,73128,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,48.166,0.0935136681815348,"2","2",73.128
"275","HAWAII",2004,NA,22393,15847,6546,1273569,1.7582871,3.4,106000,52354,77259,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,52.354,0.083230669088208,"2","2",77.259
"276","HAWAII",2005,NA,19401,13840,5561,1292729,1.5007786,2.9,110000,57369,79171,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,57.369,0.085091306840026,"2","2",79.171
"277","HAWAII",2006,NA,16381,11821,4560,1309731,1.2507148,2.6,116000,60846,77823,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,60.846,0.0885678051447206,"2","2",77.823
"278","HAWAII",2007,NA,13997,10364,3633,1315675,1.0638646,2.8,94000,64164,80122,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,64.164,0.0714462158207764,"2","2",80.122
"279","HAWAII",2008,NA,15419,11192,4227,1332213,1.1573975,4.3,125000,65678,74144,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,65.678,0.0938288396825433,"2","2",74.144
"280","HAWAII",2009,NA,22282,15416,6866,1346717,1.6545421,7.2,156000,64550,67301,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,64.55,0.115837254597662,"2","2",67.301
"281","HAWAII",2010,NA,25937,17574,8363,1363963,1.9015912,6.9,162000,66873,70837,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,66.873,0.118771550254662,"2","2",70.837
"282","HAWAII",2011,NA,27184,18164,9020,1379329,1.9708133,6.8,162000,69084,68105,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,69.084,0.117448411510234,"2","2",68.105
"283","HAWAII",2012,NA,28310,18689,9620,1394804,2.0296759,6,188000,71905,63548,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,71.905,0.134785962758925,"2","2",63.548
"284","HAWAII",2013,NA,26269,17401,8867,1408243,1.8653741,4.9,142000,74555,71493,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,74.555,0.100834870118296,"2","2",71.493
"285","HAWAII",2014,NA,23873,15947,7926,1414538,1.6876888,4.4,147000,76773,77951,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,76.773,0.103920856138188,"2","2",77.951
"286","HAWAII",2015,NA,20873,14065,6808,1422052,1.4678085,3.6,151000,81230,70486,1640,1640,1190,800,450,840,0,0,0,0,0,0,"97","6","AFTER 8/96","PARTIAL","BEFORE 1/92","0",712,712,0,5,5,0,1,0,1,0,81.23,0.106184583967394,"2","2",70.486
"287","IDAHO",1990,6272,16962,11541,5421,1012384,1.6754512,5.5,157000,18004,48743,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,18.004,0.155079495527389,"4","3",48.743
"288","IDAHO",1991,6938,18777,12682,6095,1041316,1.803199,6.2,144000,18852,48539,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,18.852,0.13828655278513,"4","3",48.539
"289","IDAHO",1992,7462,19987,13439,6548,1071685,1.865007,6.4,166000,20632,50242,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,20.632,0.154896261494749,"4","3",50.242
"290","IDAHO",1993,8145,21877,14612,7265,1108768,1.9730909,6,150000,23100,54854,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,23.1,0.135285289618748,"4","3",54.854
"291","IDAHO",1994,8762,23315,15734,7581,1145140,2.0359956,5.4,137000,25456,54643,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,25.456,0.119636027035996,"4","3",54.643
"292","IDAHO",1995,9162,23967,16371,7596,1177322,2.0357217,5.4,167000,27762,55287,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,27.762,0.141847345076368,"4","3",55.287
"293","IDAHO",1996,8750,22173,15445,6729,1203083,1.843015,5.3,140000,28915,57203,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,28.915,0.116367698654208,"4","3",57.203
"294","IDAHO",1997,NA,12277,NA,NA,1228520,0.9993325,5.1,183000,29497,53887,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,29.497,0.148959723895419,"4","3",53.887
"295","IDAHO",1998,NA,4059,NA,NA,1252330,0.3241158,5.1,165000,31060,58382,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,31.06,0.13175440978017,"4","3",58.382
"296","IDAHO",1999,NA,2499,NA,NA,1275674,0.1958964,4.9,175000,34240,55793,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,34.24,0.137182383587029,"4","3",55.793
"297","IDAHO",2000,NA,2333,1913,420,1299430,0.1795403,4.7,162000,38083,56692,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,38.083,0.124670047636271,"4","3",56.692
"298","IDAHO",2001,NA,2268,1886,382,1319962,0.1718231,5.1,151000,37489,56046,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,37.489,0.114397232647607,"4","3",56.046
"299","IDAHO",2002,NA,2494,2035,459,1340372,0.1860677,5.6,147000,38673,54417,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,38.673,0.109671046545287,"4","3",54.417
"300","IDAHO",2003,NA,3233,2559,674,1363380,0.2371312,5.6,138000,40491,59779,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,40.491,0.101219029177485,"4","3",59.779
"301","IDAHO",2004,NA,3415,2744,671,1391802,0.2453654,4.9,136000,44328,60934,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,44.328,0.0977150485485723,"4","3",60.934
"302","IDAHO",2005,NA,3282,2745,537,1428241,0.2297932,4,143000,48643,58696,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,48.643,0.100123158486558,"4","3",58.696
"303","IDAHO",2006,NA,2942,2573,369,1468669,0.2003174,3.5,141000,51126,59475,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,51.126,0.0960052945898633,"4","3",59.475
"304","IDAHO",2007,NA,2389,2227,162,1505105,0.1587265,3.1,149000,53934,61553,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,53.934,0.0989964155324712,"4","3",61.553
"305","IDAHO",2008,NA,2223,2099,124,1534320,0.144885,5.1,185000,56201,57150,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,56.201,0.120574586787632,"4","3",57.15
"306","IDAHO",2009,NA,2415,2244,171,1554439,0.1553615,8.8,209000,54064,56573,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,54.064,0.134453651767615,"4","3",56.573
"307","IDAHO",2010,NA,2694,2492,201,1570746,0.1715109,9,213000,55588,55978,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,55.588,0.135604356146697,"4","3",55.978
"308","IDAHO",2011,NA,2881,2663,217,1583910,0.1818916,8.3,248000,56941,54739,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,56.941,0.156574552847068,"4","3",54.739
"309","IDAHO",2012,NA,2870,2670,201,1595324,0.1799008,7.2,229000,58324,54127,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,58.324,0.143544508827047,"4","3",54.127
"310","IDAHO",2013,NA,2783,2621,163,1611206,0.1727278,6.1,2e+05,61836,53943,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,61.836,0.124130620168991,"4","3",53.943
"311","IDAHO",2014,NA,2821,2683,138,1631112,0.1729495,4.8,199000,64575,58486,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,64.575,0.122002658309178,"4","3",58.486
"312","IDAHO",2015,NA,2713,2639,74,1651059,0.1643188,4.2,204000,65900,56403,610,610,600,410,10,200,0,0,0,0,1,0,"97","0","AFTER 8/96","FULL","AFTER 8/96","0",276,317,1,1,3,-41,1,1,0,0,65.9,0.12355706246718,"4","3",56.403
"313","ILLINOIS",1990,211374,644046,441230,202816,11453316,5.6232274,6.1,1606000,279019,62683,1110,1110,1080,1080,30,30,0,0,0,0,1,0,"97","12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,4,3,0,0,1,1,0,279.019,0.140221399636577,"4","3",62.683
