"","X","STATE","YEAR","CASES","RECIPIENTS","CHILDREN","ADULTS","POPULATION","RATE","UNEMPLOYMENT","BELOW.POV","GDP","MEDIAN.INCOME","INC.LIM.1","INC.LIM.13","AFDC.LIM.1","AFDC.LIM.13","LIM.CHANGE.1","LIM.CHANGE.13","HR.100","WAIT.30","WRK.HIST","MO.24.RED","T.60","NO.T","T.LIM.YR","WORK.EXEMPT","W.E.DATE","SANC.1","SANC.DATE","WORK.REC.97","BEN.97","BEN.96","FAM.CAP","INC.LIM.1quint","LIM.CHANGE.1quint"
"114",114,"CALIFORNIA",1999,NA,1661769,NA,NA,33499204,0.049606223,5.2,4733000,1241900,67994,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"115",115,"CALIFORNIA",2000,NA,1262274,972116,290158,33987977,0.037138839,4.9,4294000,1356975,70566,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"116",116,"CALIFORNIA",2001,NA,1176872,918069,258803,34479458,0.034132555,5.4,4321000,1375761,69267,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"117",117,"CALIFORNIA",2002,NA,1145965,902674,243291,34871843,0.032862186,6.7,4605000,1418430,68444,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"118",118,"CALIFORNIA",2003,NA,1106544,893339,213205,35253159,0.031388506,6.8,4634000,1497919,69553,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"119",119,"CALIFORNIA",2004,NA,1104733,903026,201707,35574576,0.031054003,6.2,4724000,1588177,67616,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"120",120,"CALIFORNIA",2005,NA,1078393,889165,189228,35827943,0.030099216,5.4,4716000,1698560,68766,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"121",121,"CALIFORNIA",2006,NA,1074272,880864,193408,36021202,0.029823325,4.9,4427000,1812210,71194,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"122",122,"CALIFORNIA",2007,NA,1160638,928743,231894,36250311,0.032017325,5.4,4589000,1898902,69750,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"123",123,"CALIFORNIA",2008,NA,1217097,965627,251471,36604337,0.033250076,7.3,5344000,1944695,68712,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"124",124,"CALIFORNIA",2009,NA,1340138,1054257,285881,36961229,0.036257939,11.2,5638000,1890166,67888,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"125",125,"CALIFORNIA",2010,NA,1437394,1116594,320800,37319502,0.038515894,12.2,6073000,1954093,64584,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"126",126,"CALIFORNIA",2011,NA,1462880,1140453,322428,37638369,0.038866721,11.7,6352000,2023500,61554,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"127",127,"CALIFORNIA",2012,NA,1385111,1093821,291289,37948800,0.036499468,10.4,6015000,2113096,64403,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"128",128,"CALIFORNIA",2013,NA,1341168,1065894,275274,38260787,0.03505333,8.9,5754000,2220390,67663,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"129",129,"CALIFORNIA",2014,NA,1256705,980925,275780,38596972,0.032559679,7.5,6112000,2335286,66201,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"130",130,"CALIFORNIA",2015,NA,1094459,838090,256369,38918045,0.028122147,6.2,5441000,2473556,69527,1360,1360,1220,1220,140,140,1,1,0,0,0,1,98,"6","AFTER 8/96","PARTIAL","BEFORE 1/92","18 mo",565,596,1,"5","4"
"131",131,"COLORADO",1990,35944,104136,70041,34095,3307618,0.031483684,5.2,461000,75570,59199,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"132",132,"COLORADO",1991,40045,115548,76442,39106,3387119,0.034113948,5.3,347000,79766,58544,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"133",133,"COLORADO",1992,42177,123090,82231,40859,3495939,0.035209424,6,376000,87302,58910,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"134",134,"COLORADO",1993,42549,122890,82548,40342,3613734,0.034006377,5.3,354000,95659,61006,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"135",135,"COLORADO",1994,40984,116887,79022,37865,3724168,0.031386071,4.2,335000,104507,65554,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"136",136,"COLORADO",1995,37684,105921,72246,33675,3826653,0.027679803,4,335000,112708,68873,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"137",137,"COLORADO",1996,34547,95858,66034,29824,3919972,0.024453746,4.2,412000,121081,67489,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"138",138,"COLORADO",1997,NA,71088,NA,NA,4018293,0.017691094,3.5,320000,136899,69744,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"139",139,"COLORADO",1998,NA,53089,NA,NA,4116639,0.0128962,3.6,363000,150330,74169,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"140",140,"COLORADO",1999,NA,35207,NA,NA,4226018,0.00833101,3.1,366000,163763,75082,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"141",141,"COLORADO",2000,NA,27880,21143,6737,4326921,0.006443381,2.8,425000,180063,72713,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"142",142,"COLORADO",2001,NA,27786,21006,6780,4425687,0.006278347,3.8,383000,186696,72396,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"143",143,"COLORADO",2002,NA,32434,23925,8508,4490406,0.007222955,5.5,436000,190019,69681,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"144",144,"COLORADO",2003,NA,36528,26615,9913,4528732,0.008065834,6,436000,196126,70456,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"145",145,"COLORADO",2004,NA,38179,27635,10545,4575013,0.008345113,5.5,450000,204167,69902,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"146",146,"COLORADO",2005,NA,38623,27744,10879,4631888,0.0083385,5,530000,220784,67031,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"147",147,"COLORADO",2006,NA,35504,25857,9647,4720423,0.00752136,4.3,466000,232647,71680,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"148",148,"COLORADO",2007,NA,25363,19364,5999,4803868,0.005279704,3.7,478000,248446,76517,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"149",149,"COLORADO",2008,NA,20930,16422,4508,4889730,0.0042804,4.8,541000,258872,73448,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"150",150,"COLORADO",2009,NA,24576,18855,5722,4972195,0.004942686,7.3,613000,251228,67641,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"151",151,"COLORADO",2010,NA,29312,21826,7485,5047349,0.005807405,8.7,615000,258300,71663,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"152",152,"COLORADO",2011,NA,32110,23661,8449,5121108,0.006270127,8.4,661000,267516,67623,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"153",153,"COLORADO",2012,NA,37039,26853,10186,5192647,0.007132971,7.9,613000,276823,64668,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"154",154,"COLORADO",2013,NA,41413,29422,11991,5269035,0.007859693,6.9,569000,292140,75586,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"155",155,"COLORADO",2014,NA,45307,32052,13256,5350101,0.008468438,5,661000,309543,66696,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"156",156,"COLORADO",2015,NA,44301,31177,13123,5450623,0.008127695,3.9,538000,320721,72761,750,750,750,510,0,240,0,0,0,0,0,0,97,"COUNTY OPTION","AFTER 8/96","PARTIAL","AFTER 8/96","0",356,356,0,"2","1"
"157",157,"CONNECTICUT",1990,45104,125152,85000,40152,3291967,0.038017392,5.1,196000,100169,74872,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"158",158,"CONNECTICUT",1991,52950,148194,99563,48631,3302895,0.044867911,6.5,287000,101475,78348,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"159",159,"CONNECTICUT",1992,55897,157971,105823,52148,3300712,0.047859674,7.6,321000,105759,74066,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"160",160,"CONNECTICUT",1993,57726,162481,108931,53550,3309175,0.049100153,6.6,277000,107680,69900,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"161",161,"CONNECTICUT",1994,59862,167601,112456,55145,3316121,0.05054128,5.6,344000,113115,71210,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"162",162,"CONNECTICUT",1995,60610,169358,113173,56185,3324144,0.050947853,5.5,318000,123212,68090,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"163",163,"CONNECTICUT",1996,57461,159736,106789,52947,3336685,0.047872664,5.5,392000,129111,69415,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"164",164,"CONNECTICUT",1997,NA,151801,NA,NA,3349348,0.045322552,5,282000,138332,70957,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"165",165,"CONNECTICUT",1998,NA,115941,NA,NA,3365352,0.034451374,3.4,310000,145476,74024,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"166",166,"CONNECTICUT",1999,NA,77955,NA,NA,3386401,0.023020014,2.9,246000,152288,78847,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"167",167,"CONNECTICUT",2000,NA,63959,45369,18590,3411777,0.018746536,2.4,258000,165614,75625,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"168",168,"CONNECTICUT",2001,NA,59024,41926,17098,3432835,0.017193952,3.1,249000,171217,78185,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"169",169,"CONNECTICUT",2002,NA,51192,36399,14793,3458749,0.014800727,4.3,279000,173248,77029,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"170",170,"CONNECTICUT",2003,NA,43441,31060,12381,3484336,0.012467512,5.4,278000,178702,77545,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"171",171,"CONNECTICUT",2004,NA,42329,30210,12120,3496094,0.012107512,5,352000,195355,75691,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"172",172,"CONNECTICUT",2005,NA,39206,28126,11081,3506956,0.011179496,4.9,326000,205215,75516,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"173",173,"CONNECTICUT",2006,NA,36106,26011,10095,3517460,0.010264793,4.3,275000,219768,80312,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"174",174,"CONNECTICUT",2007,NA,35746,25584,10162,3527270,0.010134183,4.5,309000,234541,80271,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"175",175,"CONNECTICUT",2008,NA,37472,26342,11130,3545579,0.010568655,5.7,276000,238937,77954,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"176",176,"CONNECTICUT",2009,NA,33629,23779,9850,3561807,0.009441556,7.9,292000,233291,78430,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"177",177,"CONNECTICUT",2010,NA,33964,23881,10083,3579114,0.009489499,9.1,303000,234700,78522,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"178",178,"CONNECTICUT",2011,NA,31864,22454,9410,3588283,0.008880013,8.8,356000,233159,75450,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"179",179,"CONNECTICUT",2012,NA,29731,20969,8762,3594547,0.00827114,8.3,363000,240912,72566,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"180",180,"CONNECTICUT",2013,NA,28899,20361,8539,3594841,0.00803902,7.8,396000,241517,77120,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"181",181,"CONNECTICUT",2014,NA,28580,20094,8485,3594524,0.007950983,6.6,308000,246597,76788,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"182",182,"CONNECTICUT",2015,NA,25391,18022,7369,3587122,0.007078376,5.7,324000,259488,79637,1110,1110,1080,1080,30,30,0,0,0,0,1,0,96,"12","1/92 - 8/96","PARTIAL","1/92 - 8/96","0",543,543,1,"4","3"
"183",183,"DELAWARE",1990,8454,21534,14699,6835,669567,0.032161083,4.7,48000,19928,59335,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"184",184,"DELAWARE",1991,9767,24554,16649,7905,683080,0.035946009,6.2,53000,21746,60563,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"185",185,"DELAWARE",1992,10907,26920,18223,8697,694925,0.038737993,5.4,55000,22907,64702,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"186",186,"DELAWARE",1993,11466,27736,18708,9027,706378,0.039265096,5.1,73000,23509,63794,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"187",187,"DELAWARE",1994,11390,27138,18314,8825,717545,0.037820624,4.8,57000,25638,62158,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"188",188,"DELAWARE",1995,10534,24097,16372,7725,729734,0.033021622,4.3,74000,27721,59097,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"189",189,"DELAWARE",1996,10369,23314,15696,7618,740977,0.031463865,5.1,63000,29156,64784,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"190",190,"DELAWARE",1997,NA,21139,NA,NA,751487,0.028129562,4,72000,33353,69421,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"191",191,"DELAWARE",1998,NA,18081,NA,NA,763335,0.023686848,3.7,80000,37106,65987,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"192",192,"DELAWARE",1999,NA,15755,NA,NA,774990,0.020329295,3.4,80000,40345,72668,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"193",193,"DELAWARE",2000,NA,12181,8689,3491,786373,0.015490105,3.7,65000,43451,75916,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"194",194,"DELAWARE",2001,NA,12183,9323,2860,795699,0.015311066,3.5,53000,46096,72696,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"195",195,"DELAWARE",2002,NA,12487,9514,2974,806169,0.015489308,4,73000,45508,71637,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"196",196,"DELAWARE",2003,NA,12732,9677,3055,818003,0.015564735,4.3,60000,47686,69156,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"197",197,"DELAWARE",2004,NA,12684,9635,3049,830803,0.015267157,4,74000,51354,66005,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"198",198,"DELAWARE",2005,NA,12533,9498,3035,845150,0.01482932,4.1,78000,52154,68075,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"199",199,"DELAWARE",2006,NA,11396,8745,2651,859268,0.013262451,3.6,80000,55174,67486,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"200",200,"DELAWARE",2007,NA,9071,6817,2255,871749,0.010405518,3.4,80000,56613,68317,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"201",201,"DELAWARE",2008,NA,11729,7266,4462,883874,0.013269991,4.9,82000,55460,61105,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"202",202,"DELAWARE",2009,NA,13131,8099,5032,891730,0.014725309,8.3,109000,57850,63026,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"203",203,"DELAWARE",2010,NA,15397,9559,5838,899593,0.017115518,8.4,109000,58164,65692,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"204",204,"DELAWARE",2011,NA,15496,9568,5928,907381,0.017077721,7.5,123000,61372,63045,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"205",205,"DELAWARE",2012,NA,14780,9103,5677,915179,0.016149846,7.2,121000,62355,55313,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"206",206,"DELAWARE",2013,NA,13884,8496,5388,923576,0.015032872,6.7,102000,61716,60203,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"207",207,"DELAWARE",2014,NA,13081,8004,5077,932487,0.014028078,5.7,103000,68355,62955,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"208",208,"DELAWARE",2015,NA,12655,7721,4935,941252,0.013444859,4.9,106000,71914,63103,1370,920,630,430,740,490,0,0,0,0,1,0,95,"3","1/92 - 8/96","PARTIAL","1/92 - 8/96","24 mo",338,338,1,"5","5"
"209",209,"FLORIDA",1990,140616,385389,274547,110842,13033307,0.029569548,6.1,1896000,256589,51401,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"210",210,"FLORIDA",1991,177783,483257,341016,142241,13369798,0.036145423,7.5,2069000,267669,50651,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"211",211,"FLORIDA",1992,236265,643647,443749,199897,13650553,0.047151716,8.2,2139000,284673,49598,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"212",212,"FLORIDA",1993,253186,691053,475226,215828,13927185,0.049619001,7.1,2507000,304403,50502,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"213",213,"FLORIDA",1994,243352,658238,455841,202397,14239444,0.046226384,6.4,2128000,327167,50759,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"214",214,"FLORIDA",1995,224245,606490,422321,184169,14537875,0.041717926,5.5,2321000,346951,50328,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"215",215,"FLORIDA",1996,202883,540667,382229,158437,14853360,0.036400316,5.2,2037000,370912,50499,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"216",216,"FLORIDA",1997,NA,403838,NA,NA,15186304,0.02659225,4.8,2056000,401535,52357,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"217",217,"FLORIDA",1998,NA,252257,NA,NA,15486559,0.01628877,4.3,1923000,429138,55563,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"218",218,"FLORIDA",1999,NA,183462,NA,NA,15759421,0.011641418,3.9,1937000,458059,55841,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"219",219,"FLORIDA",2000,NA,142030,114347,27682,16047515,0.008850592,3.7,1754000,490430,58568,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"220",220,"FLORIDA",2001,NA,122554,99738,22816,16356966,0.007492465,4.7,2077000,519059,53378,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"221",221,"FLORIDA",2002,NA,122272,98645,23627,16689370,0.00732634,5.6,2058000,553010,54863,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
"222",222,"FLORIDA",2003,NA,119545,96649,22896,17004085,0.007030369,5.2,2148000,590483,54982,810,810,570,390,240,420,0,0,0,0,1,0,96,"3","AFTER 8/96","FULL","AFTER 8/96","0",303,303,1,"3","5"
