"","X","STATE","YEAR","CASES","RECIPIENTS","CHILDREN","ADULTS","POPULATION","RATE","UNEMPLOYMENT","BELOW.POV","GDP","MEDIAN.INCOME","INC.LIM.1","INC.LIM.13","AFDC.LIM.1","AFDC.LIM.13","LIM.CHANGE.1","LIM.CHANGE.13","HR.100","WAIT.30","WRK.HIST","MO.24.RED","T.60","NO.T","T.LIM.YR","WORK.EXEMPT","W.E.DATE","SANC.1","SANC.DATE","WORK.REC.97","BEN.97","BEN.96","FAM.CAP","INC.LIM.1quint","LIM.CHANGE.1quint"
"322",322,"ILLINOIS",1999,NA,335261,NA,NA,12359020,0.027126827,4.4,1215000,460331,72204,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"323",323,"ILLINOIS",2000,NA,234071,179025,55046,12434161,0.018824833,4.3,1307000,487015,69433,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"324",324,"ILLINOIS",2001,NA,169214,133196,36018,12488445,0.013549645,5.3,1249000,501553,67668,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"325",325,"ILLINOIS",2002,NA,123120,98945,24174,12525556,0.009829504,6.5,1594000,514361,61624,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"326",326,"ILLINOIS",2003,NA,92157,75829,16328,12556006,0.007339675,6.8,1592000,533022,63702,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"327",327,"ILLINOIS",2004,NA,91443,74494,16949,12589773,0.007263276,6.2,1546000,563061,63296,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"328",328,"ILLINOIS",2005,NA,96178,77082,19096,12609903,0.00762718,5.7,1441000,589812,64306,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"329",329,"ILLINOIS",2006,NA,86843,69981,16862,12643955,0.006868341,4.5,1338000,624243,62638,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"330",330,"ILLINOIS",2007,NA,67731,56107,11624,12695866,0.005334886,5,1262000,650145,65710,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"331",331,"ILLINOIS",2008,NA,54736,47453,7283,12747038,0.004294017,6.3,1564000,654658,64181,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"332",332,"ILLINOIS",2009,NA,54420,49245,5175,12796778,0.004252633,10.2,1690000,649863,63940,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"333",333,"ILLINOIS",2010,NA,66211,57516,8695,12840503,0.005156418,10.4,1798000,666405,60354,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"334",334,"ILLINOIS",2011,NA,88491,72825,15666,12867454,0.006877118,9.7,1807000,692881,58405,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"335",335,"ILLINOIS",2012,NA,86791,69990,16802,12882510,0.006737119,9,1608000,726399,58437,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"336",336,"ILLINOIS",2013,NA,45725,37780,7945,12895129,0.003545913,9,1720000,741122,60031,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"337",337,"ILLINOIS",2014,NA,44185,36392,7793,12884493,0.003429316,7.1,1756000,771356,60103,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"338",338,"ILLINOIS",2015,NA,40441,33460,6981,12858913,0.003144978,6,1380000,799930,66006,1110,1110,1080,1080,30,30,0,0,0,0,1,0,97,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",377,377,1,"4","3"
"339",339,"INDIANA",1990,55216,157432,107251,50182,5557798,0.028326326,5.3,714000,110860,51869,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"340",340,"INDIANA",1991,63598,183382,123228,60155,5616388,0.032651234,6,866000,114637,50348,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"341",341,"INDIANA",1992,70052,201592,134475,67117,5674547,0.035525655,6.6,661000,124714,51739,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"342",342,"INDIANA",1993,74198,215367,143416,71951,5739019,0.037526797,5.4,704000,132108,52139,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"343",343,"INDIANA",1994,72598,212065,143005,69060,5793526,0.036603788,4.9,816000,143335,48270,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"344",344,"INDIANA",1995,61738,176939,121944,54995,5851459,0.030238441,4.6,545000,150404,56486,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"345",345,"INDIANA",1996,51086,140514,99248,41266,5906013,0.023791685,4.1,428000,158350,57925,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"346",346,"INDIANA",1997,NA,119429,NA,NA,5955267,0.020054349,3.5,515000,170432,62736,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"347",347,"INDIANA",1998,NA,109114,NA,NA,5998880,0.018189062,3.1,547000,184360,63238,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"348",348,"INDIANA",1999,NA,107688,NA,NA,6044969,0.017814483,3,396000,193147,63645,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"349",349,"INDIANA",2000,NA,101380,73292,28087,6091866,0.016641863,3.1,513000,203801,61596,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"350",350,"INDIANA",2001,NA,121481,87042,34439,6127760,0.019824699,4.2,511000,205471,59179,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"351",351,"INDIANA",2002,NA,141500,102088,39412,6155967,0.022985828,5.2,552000,212838,59225,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"352",352,"INDIANA",2003,NA,138281,104897,33384,6196638,0.022315488,5.3,610000,225443,59853,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"353",353,"INDIANA",2004,NA,129386,99449,29937,6233007,0.020758199,5.4,712000,239744,58147,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"354",354,"INDIANA",2005,NA,123518,95470,28048,6278616,0.019672807,5.5,774000,248170,56385,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"355",355,"INDIANA",2006,NA,119357,92360,26997,6332669,0.018847819,5,674000,259603,58437,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"356",356,"INDIANA",2007,NA,110588,84842,25745,6379599,0.017334632,4.6,740000,273510,59386,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"357",357,"INDIANA",2008,NA,84100,64862,19238,6424806,0.013089889,5.9,901000,275539,56065,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"358",358,"INDIANA",2009,NA,100918,75361,25557,6459325,0.015623614,10.3,1023000,263327,53582,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"359",359,"INDIANA",2010,NA,86219,64078,22140,6490432,0.013284016,10.4,1041000,282562,54894,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"360",360,"INDIANA",2011,NA,57786,44839,12947,6516528,0.008867606,9.1,989000,291356,51263,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"361",361,"INDIANA",2012,NA,31828,27119,4709,6537703,0.004868377,8.3,964000,300514,52135,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"362",362,"INDIANA",2013,NA,23768,20910,2859,6568713,0.003618365,7.7,1083000,312138,55043,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"363",363,"INDIANA",2014,NA,19574,17598,1976,6593644,0.002968616,6,948000,327958,52600,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"364",364,"INDIANA",2015,NA,17220,15533,1687,6608422,0.002605766,4.8,880000,331946,56795,550,380,550,380,0,0,1,1,1,1,0,0,97,"12","AFTER 8/96","PARTIAL","1/92 - 8/96","0",288,288,1,"1","2"
"365",365,"IOWA",1990,34612,98170,63777,34393,2781018,0.035300023,4.4,289000,56122,52563,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"366",366,"IOWA",1991,35768,100326,65335,34991,2797613,0.035861286,4.7,271000,57944,53069,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"367",367,"IOWA",1992,37038,102278,66877,35401,2818401,0.036289371,4.5,328000,61870,52126,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"368",368,"IOWA",1993,37190,102438,66969,35469,2836972,0.036108217,4,290000,63386,50702,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"369",369,"IOWA",1994,39512,110214,71534,38680,2850746,0.038661459,3.5,302000,70161,57317,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"370",370,"IOWA",1995,35423,97331,64091,33240,2867373,0.033944311,3.4,352000,73137,60097,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"371",371,"IOWA",1996,31794,86311,57373,28938,2880000,0.029969097,3.5,279000,78819,54731,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"372",372,"IOWA",1997,NA,75864,NA,NA,2891119,0.026240359,3.1,270000,82720,54499,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"373",373,"IOWA",1998,NA,66212,NA,NA,2902872,0.022809135,2.7,257000,84644,58921,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"374",374,"IOWA",1999,NA,57618,NA,NA,2917634,0.019748193,2.6,210000,87782,64050,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"375",375,"IOWA",2000,NA,52758,35808,16951,2929067,0.018011879,2.6,237000,93112,61786,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"376",376,"IOWA",2001,NA,54509,36730,17779,2931997,0.018591083,3.3,212000,94838,60054,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"377",377,"IOWA",2002,NA,52792,35466,17326,2934234,0.017991748,4,267000,98557,59227,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"378",378,"IOWA",2003,NA,50404,33955,16449,2941999,0.017132569,4.5,260000,105123,58385,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"379",379,"IOWA",2004,NA,44648,30989,13659,2953635,0.015116289,4.5,316000,117188,59606,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"380",380,"IOWA",2005,NA,42271,29749,12522,2964454,0.014259287,4.3,327000,123191,61784,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"381",381,"IOWA",2006,NA,40534,28516,12018,2982644,0.013589956,3.7,301000,127896,61937,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"382",382,"IOWA",2007,NA,41692,28845,12847,2999212,0.013900985,3.7,264000,137930,61207,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"383",383,"IOWA",2008,NA,39100,27186,11914,3016734,0.012961037,4.2,285000,137548,60430,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"384",384,"IOWA",2009,NA,42551,29282,13269,3032870,0.014029945,6.4,319000,136895,61342,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"385",385,"IOWA",2010,NA,45688,31295,14393,3050745,0.014976014,6,307000,142234,58317,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"386",386,"IOWA",2011,NA,43828,30321,13507,3066336,0.01429328,5.5,315000,148478,57923,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"387",387,"IOWA",2012,NA,40321,28274,12047,3076190,0.013107448,5,310000,158538,60362,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"388",388,"IOWA",2013,NA,36653,26045,10609,3092997,0.011850319,4.7,405000,162200,66953,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"389",389,"IOWA",2014,NA,31605,22857,8747,3109350,0.010164504,4.2,317000,173096,63271,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"390",390,"IOWA",2015,NA,27732,20372,7360,3120960,0.008885727,3.8,321000,180299,66489,1070,1070,1070,1070,0,0,0,0,0,0,0,0,93,"0","AFTER 8/96","PARTIAL","1/92 - 8/96","0",426,426,0,"4","2"
"391",391,"KANSAS",1990,25886,77136,52301,24834,2481349,0.031086316,4.3,259000,51874,57627,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"392",392,"KANSAS",1991,27376,81026,54366,26660,2498722,0.032426977,4.4,317000,53981,54448,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"393",393,"KANSAS",1992,29048,85321,57209,28112,2532394,0.033691835,4.5,279000,56902,55033,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"394",394,"KANSAS",1993,30372,88363,59499,28864,2556547,0.034563417,5,327000,58953,52660,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"395",395,"KANSAS",1994,29819,85525,58072,27454,2580513,0.033142635,4.9,375000,63304,49074,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"396",396,"KANSAS",1995,27546,77030,53142,23889,2601007,0.029615453,4.4,273000,65282,51336,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"397",397,"KANSAS",1996,24173,65201,46038,19163,2614554,0.024937714,4.3,287000,69616,53703,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"398",398,"KANSAS",1997,NA,49463,NA,NA,2635292,0.018769457,3.8,250000,74662,58835,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"399",399,"KANSAS",1998,NA,34718,NA,NA,2660598,0.013048946,3.5,250000,78382,58431,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"400",400,"KANSAS",1999,NA,32356,NA,NA,2678338,0.012080626,3.3,320000,81884,58205,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"401",401,"KANSAS",2000,NA,31652,22813,8839,2693681,0.011750463,3.6,213000,86099,61889,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"402",402,"KANSAS",2001,NA,33630,23975,9655,2702162,0.01244559,4.2,267000,88884,60697,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"403",403,"KANSAS",2002,NA,36651,25807,10843,2713535,0.013506736,5.1,269000,91584,61493,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"404",404,"KANSAS",2003,NA,40707,28188,12519,2723004,0.014949299,5.5,288000,95360,62403,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"405",405,"KANSAS",2004,NA,44576,30560,14016,2734373,0.016302092,5.5,304000,99083,56412,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"406",406,"KANSAS",2005,NA,46155,31509,14646,2745299,0.016812376,5,337000,105526,55841,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"407",407,"KANSAS",2006,NA,43693,29833,13860,2762931,0.015814003,4.4,349000,114092,58624,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"408",408,"KANSAS",2007,NA,35982,24743,11239,2783785,0.012925567,4.2,319000,123879,60693,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"409",409,"KANSAS",2008,NA,30923,21425,9498,2808076,0.011012166,4.6,346000,128604,57701,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"410",410,"KANSAS",2009,NA,35119,23884,11235,2832704,0.012397695,6.9,374000,125349,54080,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"411",411,"KANSAS",2010,NA,38251,25842,12409,2858190,0.013382945,7.1,4e+05,128591,54793,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"412",412,"KANSAS",2011,NA,37044,25030,12014,2869225,0.012910803,6.5,402000,136359,53226,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"413",413,"KANSAS",2012,NA,25702,18046,7656,2885257,0.008908045,5.7,397000,141818,56477,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"414",414,"KANSAS",2013,NA,19324,13963,5361,2893212,0.006679082,5.3,315000,144483,53223,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"415",415,"KANSAS",2014,NA,16248,11980,4268,2900475,0.005601841,4.5,345000,150184,58492,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"416",416,"KANSAS",2015,NA,13792,10364,3428,2909011,0.00474113,4.2,404000,154958,59944,790,790,760,520,30,270,0,0,0,0,0,0,96,"12","AFTER 8/96","FULL","AFTER 8/96","0",429,429,0,"2","3"
"417",417,"KENTUCKY",1990,68751,182754,121520,61234,3694048,0.049472557,6,628000,68412,47732,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"418",418,"KENTUCKY",1991,80607,222365,143258,79107,3722328,0.059738153,7.3,683000,71679,44168,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"419",419,"KENTUCKY",1992,83314,229410,147068,82342,3765469,0.060924682,6.9,731000,77531,42590,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"420",420,"KENTUCKY",1993,82031,220766,142701,78065,3812206,0.057910302,6.2,763000,81618,43119,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"421",421,"KENTUCKY",1994,79128,204264,134876,69389,3849088,0.053068155,5.4,710000,87646,46082,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"422",422,"KENTUCKY",1995,74051,184482,125104,59378,3887427,0.047456068,5.4,572000,91915,50438,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"423",423,"KENTUCKY",1996,71026,172003,118762,53242,3919535,0.043883522,5.5,658000,96617,53419,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"424",424,"KENTUCKY",1997,NA,150900,NA,NA,3952747,0.038175982,5.3,623000,104546,53965,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"425",425,"KENTUCKY",1998,NA,119161,NA,NA,3985390,0.029899458,4.6,521000,109382,57700,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"426",426,"KENTUCKY",1999,NA,95488,NA,NA,4018053,0.023764744,4.5,467000,115107,52579,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"427",427,"KENTUCKY",2000,NA,86559,62979,23581,4049021,0.02137776,4.2,502000,114169,54663,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"428",428,"KENTUCKY",2001,NA,80674,59405,21269,4068132,0.019830723,5.2,503000,117648,56333,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"429",429,"KENTUCKY",2002,NA,77119,57068,20051,4089875,0.018856078,5.7,571000,122435,53042,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"430",430,"KENTUCKY",2003,NA,77222,57192,20030,4117170,0.018756087,6.1,589000,127982,52110,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"431",431,"KENTUCKY",2004,NA,78046,57892,20154,4146101,0.018823951,5.4,723000,135529,48917,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"432",432,"KENTUCKY",2005,NA,73684,55302,18382,4182742,0.017616195,5.9,599000,145011,48761,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"433",433,"KENTUCKY",2006,NA,68057,51973,16085,4219239,0.01613016,5.7,690000,153408,50816,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"434",434,"KENTUCKY",2007,NA,59820,47001,12818,4256672,0.014053232,5.4,653000,157164,49373,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
"435",435,"KENTUCKY",2008,NA,58709,46318,12392,4289878,0.013685471,6.4,724000,159884,49591,NA,650,910,620,NA,30,1,1,1,0,0,0,96,"12","AFTER 8/96","PARTIAL","AFTER 8/96","0",262,262,0,"5","5"
